claim_id,user_id,batch_id,store_id,claimed_at,channel_used,discount_at_claim_pct,fulfillment_type,completed,completed_at
CLM-0000717,USR-00336,BAT-000191,STR-001,2025-01-07T11:06:00,SMS,0.0,pickup,True,2025-01-07T12:27:00
CLM-0000725,USR-00394,BAT-000273,STR-001,2025-01-04T16:01:00,reply-YES,39.3,pickup,True,2025-01-04T17:21:00
CLM-0000740,USR-00497,BAT-000317,STR-001,2025-01-08T20:13:00,reply-YES,0.0,delivery,True,2025-01-08T21:52:00
CLM-0000748,USR-00429,BAT-000170,STR-001,2025-01-27T18:20:00,WhatsApp,0.0,pickup,True,2025-01-27T19:50:00
CLM-0000751,USR-00282,BAT-000174,STR-001,2024-11-13T15:14:00,SMS,0.0,delivery,True,2024-11-13T16:10:00
CLM-0000761,USR-00027,BAT-000271,STR-001,2025-01-13T11:02:00,SMS,0.0,pickup,True,2025-01-13T12:44:00
CLM-0000768,USR-00122,BAT-000280,STR-001,2025-03-23T19:12:00,SMS,22.6,delivery,True,2025-03-23T19:46:00
CLM-0000784,USR-00177,BAT-000152,STR-001,2025-01-17T21:01:00,SMS,22.0,pickup,True,2025-01-17T21:16:00
CLM-0000789,USR-00321,BAT-000224,STR-001,2025-01-30T18:05:00,SMS,0.0,pickup,True,2025-01-30T18:28:00
CLM-0000800,USR-00108,BAT-000417,STR-001,2024-10-28T09:01:00,SMS,0.0,pickup,False,
CLM-0000814,USR-00399,BAT-000188,STR-001,2024-11-24T11:09:00,reply-YES,0.0,delivery,False,
CLM-0000820,USR-00060,BAT-000263,STR-001,2024-12-05T09:08:00,WhatsApp,0.0,delivery,True,2024-12-05T10:39:00
CLM-0000821,USR-00136,BAT-000062,STR-001,2024-11-12T12:05:00,SMS,10.0,delivery,True,2024-11-12T13:41:00
CLM-0000826,USR-00287,BAT-000083,STR-001,2025-03-01T17:06:00,WhatsApp,10.0,delivery,True,2025-03-01T18:52:00
CLM-0000833,USR-00178,BAT-000145,STR-001,2025-01-31T09:06:00,WhatsApp,0.0,delivery,False,
CLM-0000834,USR-00069,BAT-000215,STR-001,2025-02-11T10:14:00,WhatsApp,0.0,delivery,False,
CLM-0000835,USR-00395,BAT-000299,STR-001,2025-01-02T12:26:00,reply-YES,26.9,delivery,True,2025-01-02T13:41:00
CLM-0000839,USR-00364,BAT-000399,STR-001,2025-03-18T13:17:00,WhatsApp,0.0,delivery,False,
CLM-0000842,USR-00410,BAT-000210,STR-001,2025-02-13T15:00:00,SMS,0.0,pickup,True,2025-02-13T16:38:00
CLM-0000843,USR-00038,BAT-000432,STR-001,2024-12-15T17:16:00,reply-YES,0.0,delivery,False,
CLM-0000847,USR-00365,BAT-000177,STR-001,2025-01-23T21:01:00,SMS,33.9,delivery,True,2025-01-23T21:55:00
CLM-0000870,USR-00016,BAT-000225,STR-001,2024-12-16T11:25:00,reply-YES,30.2,pickup,True,2024-12-16T12:23:00
CLM-0000886,USR-00479,BAT-000241,STR-001,2024-12-26T20:20:00,reply-YES,0.0,pickup,True,2024-12-26T21:55:00
CLM-0000888,USR-00158,BAT-000277,STR-001,2025-02-24T13:15:00,SMS,0.0,pickup,True,2025-02-24T14:58:00
CLM-0000903,USR-00293,BAT-000424,STR-001,2025-02-15T11:04:00,SMS,0.0,pickup,True,2025-02-15T11:25:00
CLM-0000904,USR-00380,BAT-000162,STR-001,2025-01-21T10:02:00,reply-YES,0.0,delivery,True,2025-01-21T10:27:00
CLM-0000931,USR-00350,BAT-000428,STR-001,2024-11-27T17:40:00,reply-YES,0.0,pickup,True,2024-11-27T18:55:00
CLM-0000939,USR-00265,BAT-000420,STR-001,2025-02-10T20:03:00,reply-YES,0.0,pickup,True,2025-02-10T21:40:00
CLM-0000940,USR-00131,BAT-000179,STR-001,2024-11-19T18:17:00,WhatsApp,0.0,pickup,True,2024-11-19T19:48:00
CLM-0000956,USR-00383,BAT-000291,STR-001,2024-10-24T13:05:00,WhatsApp,0.0,delivery,True,2024-10-24T14:57:00
CLM-0000961,USR-00348,BAT-000015,STR-001,2025-02-03T13:29:00,reply-YES,0.0,pickup,True,2025-02-03T13:57:00
CLM-0000969,USR-00356,BAT-000238,STR-001,2025-01-19T18:12:00,WhatsApp,0.0,pickup,True,2025-01-19T19:04:00
CLM-0000990,USR-00437,BAT-000258,STR-001,2024-12-19T15:06:00,WhatsApp,0.0,delivery,True,2024-12-19T16:34:00
CLM-0001001,USR-00148,BAT-000190,STR-001,2025-02-04T14:01:00,WhatsApp,0.0,pickup,False,
CLM-0001010,USR-00385,BAT-000325,STR-001,2025-01-26T16:12:00,WhatsApp,0.0,pickup,True,2025-01-26T16:29:00
CLM-0001016,USR-00467,BAT-000167,STR-001,2025-03-08T11:11:00,reply-YES,25.9,pickup,True,2025-03-08T11:33:00
CLM-0001023,USR-00473,BAT-000287,STR-001,2024-10-19T12:01:00,WhatsApp,0.0,delivery,True,2024-10-19T12:19:00
CLM-0001033,USR-00018,BAT-000335,STR-001,2025-02-18T15:11:00,WhatsApp,0.0,pickup,False,
CLM-0001047,USR-00417,BAT-000158,STR-001,2025-01-08T18:02:00,SMS,0.0,delivery,True,2025-01-08T18:36:00
CLM-0001059,USR-00401,BAT-000241,STR-001,2024-12-10T15:27:00,SMS,0.0,pickup,True,2024-12-10T16:38:00
CLM-0001068,USR-00013,BAT-000181,STR-001,2024-11-12T20:10:00,SMS,0.0,delivery,True,2024-11-12T21:41:00
CLM-0001077,USR-00250,BAT-000307,STR-001,2025-01-26T09:02:00,WhatsApp,0.0,pickup,True,2025-01-26T09:27:00
CLM-0001107,USR-00470,BAT-000193,STR-001,2024-12-07T09:05:00,SMS,0.0,pickup,True,2024-12-07T09:22:00
CLM-0001114,USR-00399,BAT-000198,STR-001,2025-03-15T16:06:00,reply-YES,0.0,delivery,True,2025-03-15T16:39:00
CLM-0001121,USR-00272,BAT-000286,STR-001,2025-02-24T20:00:00,SMS,0.0,delivery,True,2025-02-24T21:40:00
CLM-0001128,USR-00037,BAT-000160,STR-001,2025-03-25T11:01:00,reply-YES,0.0,pickup,False,
CLM-0001141,USR-00020,BAT-000214,STR-001,2024-10-26T13:02:00,reply-YES,0.0,delivery,True,2024-10-26T14:21:00
CLM-0001143,USR-00012,BAT-000180,STR-001,2024-11-11T11:09:00,SMS,0.0,pickup,False,
CLM-0001156,USR-00485,BAT-000273,STR-001,2024-12-30T10:17:00,reply-YES,39.3,delivery,False,
CLM-0001179,USR-00075,BAT-000150,STR-001,2025-02-26T09:25:00,WhatsApp,24.8,delivery,True,2025-02-26T11:10:00
CLM-0001183,USR-00039,BAT-000191,STR-001,2025-01-03T19:18:00,reply-YES,0.0,pickup,True,2025-01-03T19:35:00
CLM-0001193,USR-00439,BAT-000181,STR-001,2024-11-25T18:04:00,reply-YES,0.0,delivery,True,2024-11-25T19:40:00
CLM-0001199,USR-00236,BAT-000300,STR-001,2024-11-20T18:10:00,SMS,0.0,pickup,True,2024-11-20T19:15:00
CLM-0001218,USR-00167,BAT-000184,STR-001,2024-10-31T18:13:00,SMS,0.0,pickup,True,2024-10-31T20:10:00
CLM-0001227,USR-00184,BAT-000046,STR-001,2025-03-16T11:00:00,WhatsApp,0.0,pickup,False,
CLM-0001234,USR-00342,BAT-000293,STR-001,2025-02-08T14:33:00,WhatsApp,0.0,pickup,True,2025-02-08T15:56:00
CLM-0001239,USR-00131,BAT-000148,STR-001,2024-11-12T19:08:00,reply-YES,36.0,pickup,True,2024-11-12T19:38:00
CLM-0001246,USR-00353,BAT-000180,STR-001,2024-11-12T13:16:00,SMS,0.0,delivery,True,2024-11-12T14:29:00
CLM-0001247,USR-00268,BAT-000293,STR-001,2025-02-10T21:26:00,reply-YES,0.0,pickup,True,2025-02-10T22:46:00
CLM-0001251,USR-00099,BAT-000427,STR-001,2025-01-17T16:07:00,SMS,0.0,pickup,True,2025-01-17T17:24:00
CLM-0001254,USR-00084,BAT-000146,STR-001,2025-03-27T09:11:00,reply-YES,0.0,pickup,False,
CLM-0001268,USR-00056,BAT-000171,STR-001,2025-02-06T15:12:00,WhatsApp,30.9,pickup,False,
CLM-0001273,USR-00474,BAT-000415,STR-001,2025-02-05T12:08:00,WhatsApp,0.0,delivery,False,
CLM-0001282,USR-00250,BAT-000239,STR-001,2025-03-20T10:03:00,WhatsApp,0.0,delivery,True,2025-03-20T11:30:00
CLM-0001286,USR-00261,BAT-000036,STR-001,2024-10-26T16:09:00,SMS,25.3,pickup,True,2024-10-26T17:50:00
CLM-0001290,USR-00360,BAT-000322,STR-001,2025-01-29T17:12:00,WhatsApp,0.0,delivery,True,2025-01-29T18:32:00
CLM-0001294,USR-00207,BAT-000287,STR-001,2024-10-28T18:19:00,reply-YES,0.0,pickup,True,2024-10-28T18:48:00
CLM-0001317,USR-00039,BAT-000200,STR-001,2024-10-16T20:11:00,WhatsApp,0.0,delivery,True,2024-10-16T20:56:00
CLM-0001322,USR-00030,BAT-000176,STR-001,2024-12-28T17:11:00,WhatsApp,33.1,pickup,True,2024-12-28T17:39:00
CLM-0001340,USR-00384,BAT-000320,STR-001,2024-10-18T09:24:00,reply-YES,0.0,pickup,True,2024-10-18T10:03:00
CLM-0001366,USR-00366,BAT-000183,STR-001,2025-03-13T15:33:00,SMS,0.0,pickup,False,
CLM-0001376,USR-00260,BAT-000236,STR-001,2025-02-24T12:06:00,SMS,0.0,delivery,True,2025-02-24T13:38:00
CLM-0001391,USR-00060,BAT-000090,STR-001,2025-03-18T16:30:00,WhatsApp,10.0,pickup,True,2025-03-18T17:05:00
CLM-0001410,USR-00431,BAT-000328,STR-001,2024-11-28T14:02:00,WhatsApp,0.0,delivery,True,2024-11-28T15:42:00
CLM-0001413,USR-00462,BAT-000330,STR-001,2024-11-28T14:00:00,WhatsApp,0.0,pickup,True,2024-11-28T15:44:00
CLM-0001414,USR-00257,BAT-000442,STR-001,2024-10-23T12:07:00,WhatsApp,0.0,pickup,True,2024-10-23T13:27:00
CLM-0001415,USR-00176,BAT-000229,STR-001,2025-02-12T18:00:00,WhatsApp,0.0,pickup,False,
CLM-0001423,USR-00098,BAT-000267,STR-001,2024-11-18T16:19:00,reply-YES,0.0,pickup,False,
CLM-0001435,USR-00254,BAT-000263,STR-001,2024-12-11T09:10:00,reply-YES,0.0,delivery,True,2024-12-11T11:10:00
CLM-0001442,USR-00361,BAT-000394,STR-001,2024-10-18T11:33:00,SMS,35.9,pickup,False,
CLM-0001470,USR-00390,BAT-000010,STR-001,2024-11-18T11:10:00,reply-YES,0.0,delivery,True,2024-11-18T13:04:00
CLM-0001476,USR-00121,BAT-000129,STR-001,2024-11-03T18:05:00,SMS,10.0,pickup,True,2024-11-03T18:35:00
CLM-0001492,USR-00328,BAT-000191,STR-001,2024-12-30T11:16:00,reply-YES,0.0,pickup,True,2024-12-30T11:31:00
CLM-0001494,USR-00192,BAT-000158,STR-001,2025-01-05T15:26:00,reply-YES,0.0,pickup,True,2025-01-05T16:55:00
CLM-0001497,USR-00387,BAT-000206,STR-001,2024-10-12T17:14:00,SMS,22.1,delivery,True,2024-10-12T17:52:00
CLM-0001508,USR-00144,BAT-000263,STR-001,2024-11-23T13:07:00,reply-YES,0.0,pickup,False,
CLM-0001515,USR-00225,BAT-000213,STR-001,2025-01-07T11:14:00,SMS,0.0,delivery,True,2025-01-07T11:47:00
CLM-0001533,USR-00438,BAT-000258,STR-001,2024-12-04T21:26:00,reply-YES,0.0,pickup,False,
CLM-0001534,USR-00279,BAT-000174,STR-001,2024-10-31T21:07:00,reply-YES,0.0,delivery,True,2024-10-31T21:38:00
CLM-0001540,USR-00400,BAT-000172,STR-001,2024-12-08T21:08:00,SMS,0.0,delivery,True,2024-12-08T21:35:00
CLM-0001557,USR-00222,BAT-000240,STR-001,2024-11-15T21:04:00,WhatsApp,0.0,delivery,False,
CLM-0001578,USR-00232,BAT-000447,STR-001,2025-03-12T15:00:00,SMS,30.0,delivery,True,2025-03-12T16:29:00
CLM-0001582,USR-00218,BAT-000220,STR-001,2025-02-06T15:17:00,SMS,0.0,delivery,False,
CLM-0001589,USR-00104,BAT-000320,STR-001,2024-10-08T12:03:00,SMS,0.0,pickup,False,
CLM-0001598,USR-00162,BAT-000327,STR-001,2025-03-12T19:31:00,WhatsApp,0.0,pickup,True,2025-03-12T21:15:00
CLM-0001622,USR-00477,BAT-000378,STR-001,2024-10-13T16:20:00,SMS,32.9,pickup,False,
CLM-0001625,USR-00242,BAT-000251,STR-001,2024-10-29T17:08:00,reply-YES,0.0,delivery,False,
CLM-0001637,USR-00054,BAT-000393,STR-001,2025-03-01T19:18:00,SMS,0.0,pickup,True,2025-03-01T20:52:00
CLM-0001639,USR-00100,BAT-000303,STR-001,2025-02-12T19:03:00,SMS,0.0,delivery,True,2025-02-12T20:22:00
CLM-0001641,USR-00104,BAT-000415,STR-001,2025-02-23T18:06:00,WhatsApp,0.0,delivery,False,
CLM-0001655,USR-00482,BAT-000321,STR-001,2025-01-16T21:01:00,WhatsApp,25.1,pickup,True,2025-01-16T22:37:00
CLM-0001666,USR-00268,BAT-000274,STR-001,2025-02-16T13:06:00,SMS,0.0,pickup,True,2025-02-16T14:06:00
CLM-0001668,USR-00353,BAT-000289,STR-001,2024-12-16T21:33:00,SMS,0.0,pickup,True,2024-12-16T23:32:00
CLM-0001675,USR-00320,BAT-000260,STR-001,2025-02-04T14:13:00,WhatsApp,0.0,delivery,False,
CLM-0001683,USR-00317,BAT-000176,STR-001,2025-01-05T13:05:00,SMS,33.1,delivery,False,
CLM-0001689,USR-00153,BAT-000407,STR-001,2025-02-08T14:01:00,SMS,0.0,delivery,True,2025-02-08T14:52:00
CLM-0001690,USR-00162,BAT-000436,STR-001,2024-12-21T11:24:00,WhatsApp,21.9,pickup,True,2024-12-21T11:48:00
CLM-0001694,USR-00316,BAT-000055,STR-001,2024-11-29T19:15:00,SMS,10.0,delivery,False,
CLM-0001699,USR-00434,BAT-000166,STR-001,2025-03-18T18:02:00,WhatsApp,0.0,pickup,True,2025-03-18T19:38:00
CLM-0001722,USR-00424,BAT-000263,STR-001,2024-12-10T11:10:00,SMS,0.0,delivery,True,2024-12-10T13:00:00
CLM-0001726,USR-00084,BAT-000315,STR-001,2025-01-06T16:09:00,WhatsApp,0.0,pickup,False,
CLM-0001727,USR-00087,BAT-000387,STR-001,2025-03-02T18:03:00,reply-YES,0.0,delivery,True,2025-03-02T19:27:00
CLM-0001743,USR-00444,BAT-000137,STR-001,2024-12-20T15:18:00,SMS,10.0,pickup,True,2024-12-20T16:33:00
CLM-0001757,USR-00439,BAT-000267,STR-001,2024-11-22T15:10:00,SMS,0.0,pickup,True,2024-11-22T16:16:00
CLM-0001765,USR-00030,BAT-000263,STR-001,2024-11-25T15:06:00,SMS,0.0,pickup,True,2024-11-25T15:36:00
CLM-0001777,USR-00352,BAT-000249,STR-001,2024-11-29T19:05:00,WhatsApp,0.0,delivery,True,2024-11-29T21:00:00
CLM-0001782,USR-00274,BAT-000423,STR-001,2025-03-07T09:02:00,SMS,0.0,pickup,True,2025-03-07T09:36:00
CLM-0001790,USR-00410,BAT-000240,STR-001,2024-11-07T14:31:00,SMS,0.0,pickup,True,2024-11-07T15:04:00
CLM-0001803,USR-00134,BAT-000135,STR-001,2025-03-09T20:28:00,WhatsApp,0.0,delivery,True,2025-03-09T22:17:00
CLM-0001806,USR-00096,BAT-000287,STR-001,2024-10-30T10:05:00,reply-YES,0.0,pickup,True,2024-10-30T10:50:00
CLM-0001818,USR-00392,BAT-000285,STR-001,2025-02-23T13:17:00,WhatsApp,0.0,delivery,True,2025-02-23T14:22:00
CLM-0001838,USR-00162,BAT-000263,STR-001,2024-12-09T11:30:00,SMS,0.0,delivery,True,2024-12-09T13:18:00
CLM-0001844,USR-00093,BAT-000158,STR-001,2025-01-07T13:15:00,reply-YES,0.0,delivery,True,2025-01-07T13:48:00
CLM-0001852,USR-00302,BAT-000334,STR-001,2024-10-23T15:07:00,reply-YES,0.0,delivery,True,2024-10-23T16:31:00
CLM-0001857,USR-00316,BAT-000122,STR-001,2024-10-27T16:13:00,WhatsApp,20.0,delivery,True,2024-10-27T17:59:00
CLM-0001860,USR-00097,BAT-000252,STR-001,2025-02-21T15:16:00,SMS,0.0,pickup,True,2025-02-21T16:10:00
CLM-0001864,USR-00106,BAT-000237,STR-001,2025-01-05T19:16:00,WhatsApp,0.0,delivery,True,2025-01-05T19:53:00
CLM-0001866,USR-00325,BAT-000209,STR-001,2024-10-08T09:01:00,reply-YES,0.0,delivery,True,2024-10-08T09:16:00
CLM-0001875,USR-00078,BAT-000395,STR-001,2025-03-30T18:03:00,reply-YES,0.0,delivery,False,
CLM-0001896,USR-00371,BAT-000243,STR-001,2025-01-05T17:27:00,WhatsApp,0.0,delivery,True,2025-01-05T18:18:00
CLM-0001903,USR-00038,BAT-000412,STR-001,2025-01-21T19:03:00,reply-YES,0.0,delivery,False,
CLM-0001923,USR-00011,BAT-000427,STR-001,2025-01-14T20:04:00,SMS,0.0,delivery,True,2025-01-14T21:37:00
CLM-0001933,USR-00146,BAT-000417,STR-001,2024-11-09T15:02:00,reply-YES,0.0,pickup,True,2024-11-09T16:52:00
CLM-0001954,USR-00323,BAT-000193,STR-001,2024-12-08T16:01:00,WhatsApp,0.0,pickup,True,2024-12-08T17:17:00
CLM-0001964,USR-00107,BAT-000056,STR-001,2025-03-01T10:11:00,SMS,10.0,delivery,False,
CLM-0001988,USR-00322,BAT-000418,STR-001,2024-10-12T14:09:00,WhatsApp,0.0,pickup,True,2024-10-12T15:14:00
CLM-0001991,USR-00213,BAT-000228,STR-001,2024-10-30T21:12:00,WhatsApp,0.0,delivery,False,
CLM-0001997,USR-00242,BAT-000379,STR-001,2025-02-11T13:03:00,reply-YES,22.0,pickup,False,
CLM-0001999,USR-00401,BAT-000249,STR-001,2024-12-05T17:33:00,reply-YES,0.0,delivery,True,2024-12-05T19:01:00
CLM-0002011,USR-00267,BAT-000189,STR-001,2024-10-30T09:04:00,SMS,0.0,pickup,True,2024-10-30T09:38:00
CLM-0002041,USR-00325,BAT-000250,STR-001,2024-12-01T20:02:00,reply-YES,0.0,pickup,True,2024-12-01T20:47:00
CLM-0002053,USR-00180,BAT-000302,STR-001,2025-02-15T12:11:00,reply-YES,0.0,pickup,False,
CLM-0002070,USR-00401,BAT-000408,STR-001,2024-12-31T16:24:00,SMS,0.0,delivery,True,2024-12-31T16:48:00
CLM-0002073,USR-00311,BAT-000275,STR-001,2025-02-17T14:25:00,WhatsApp,0.0,delivery,False,
CLM-0002085,USR-00026,BAT-000176,STR-001,2025-01-06T10:18:00,WhatsApp,33.1,delivery,True,2025-01-06T11:28:00
CLM-0002114,USR-00486,BAT-000220,STR-001,2025-02-14T12:08:00,SMS,0.0,pickup,True,2025-02-14T13:29:00
CLM-0002119,USR-00466,BAT-000198,STR-001,2025-03-02T10:04:00,WhatsApp,0.0,pickup,True,2025-03-02T10:46:00
CLM-0002125,USR-00352,BAT-000155,STR-001,2024-10-14T13:02:00,WhatsApp,23.9,pickup,False,
CLM-0002128,USR-00335,BAT-000157,STR-001,2025-01-30T12:27:00,SMS,39.1,pickup,True,2025-01-30T12:46:00
CLM-0002148,USR-00210,BAT-000218,STR-001,2025-03-08T21:05:00,WhatsApp,0.0,delivery,True,2025-03-08T22:31:00
CLM-0002158,USR-00375,BAT-000013,STR-001,2024-11-21T15:22:00,reply-YES,0.0,pickup,True,2024-11-21T16:50:00
CLM-0002235,USR-00083,BAT-000171,STR-001,2025-01-27T15:14:00,reply-YES,30.9,pickup,False,
CLM-0002241,USR-00476,BAT-000327,STR-001,2025-02-22T18:04:00,SMS,0.0,delivery,True,2025-02-22T19:00:00
CLM-0002257,USR-00229,BAT-000180,STR-001,2024-11-06T20:24:00,SMS,0.0,pickup,True,2024-11-06T21:50:00
CLM-0002274,USR-00136,BAT-000307,STR-001,2025-02-01T09:00:00,reply-YES,0.0,delivery,True,2025-02-01T10:19:00
