claim_id,user_id,batch_id,store_id,claimed_at,channel_used,discount_at_claim_pct,fulfillment_type,completed,completed_at
CLM-0000042,USR-00463,BAT-000688,STR-002,2025-01-29T10:11:00,WhatsApp,0.0,pickup,True,2025-01-29T11:40:00
CLM-0000043,USR-00144,BAT-000614,STR-002,2024-12-25T17:09:00,reply-YES,0.0,delivery,False,
CLM-0000044,USR-00168,BAT-002472,STR-006,2024-12-25T16:04:00,WhatsApp,0.0,pickup,True,2024-12-25T17:28:00
CLM-0000045,USR-00197,BAT-002059,STR-005,2025-03-24T12:17:00,SMS,0.0,delivery,True,2025-03-24T13:31:00
CLM-0000046,USR-00219,BAT-002540,STR-006,2025-01-08T13:01:00,reply-YES,0.0,pickup,False,
CLM-0000047,USR-00274,BAT-000866,STR-002,2024-11-27T16:02:00,reply-YES,0.0,pickup,True,2024-11-27T17:23:00
CLM-0000048,USR-00196,BAT-000605,STR-002,2025-03-18T14:09:00,reply-YES,0.0,pickup,True,2025-03-18T15:23:00
CLM-0000049,USR-00101,BAT-001293,STR-003,2024-11-24T19:01:00,reply-YES,0.0,pickup,False,
CLM-0000050,USR-00234,BAT-000762,STR-002,2025-02-28T21:01:00,WhatsApp,0.0,delivery,True,2025-02-28T22:48:00
CLM-0000051,USR-00129,BAT-000669,STR-002,2024-12-03T10:10:00,reply-YES,0.0,pickup,True,2024-12-03T10:27:00
CLM-0000052,USR-00194,BAT-001646,STR-004,2025-03-05T10:42:00,reply-YES,0.0,pickup,True,2025-03-05T11:42:00
CLM-0000053,USR-00346,BAT-002203,STR-005,2025-01-02T10:19:00,SMS,0.0,delivery,True,2025-01-02T11:39:00
CLM-0000054,USR-00119,BAT-001284,STR-003,2024-12-25T20:06:00,WhatsApp,35.0,delivery,True,2024-12-25T20:43:00
CLM-0000055,USR-00123,BAT-000466,STR-002,2024-10-14T16:04:00,WhatsApp,0.0,pickup,False,
CLM-0000056,USR-00086,BAT-001599,STR-004,2024-10-22T19:03:00,SMS,0.0,delivery,False,
CLM-0000057,USR-00314,BAT-002553,STR-006,2025-01-04T18:10:00,SMS,21.0,delivery,True,2025-01-04T18:51:00
CLM-0000058,USR-00456,BAT-000926,STR-003,2025-03-14T21:01:00,WhatsApp,10.0,delivery,True,2025-03-14T21:22:00
CLM-0000059,USR-00120,BAT-002100,STR-005,2024-11-28T09:05:00,SMS,0.0,delivery,True,2024-11-28T09:38:00
CLM-0000060,USR-00388,BAT-002430,STR-006,2025-02-28T12:21:00,WhatsApp,0.0,pickup,False,
CLM-0000061,USR-00027,BAT-001080,STR-003,2025-03-25T20:12:00,WhatsApp,0.0,pickup,False,
CLM-0000062,USR-00493,BAT-001101,STR-003,2024-12-14T21:29:00,WhatsApp,0.0,delivery,True,2024-12-14T23:22:00
CLM-0000063,USR-00050,BAT-002063,STR-005,2024-11-21T21:06:00,reply-YES,0.0,delivery,True,2024-11-21T22:05:00
CLM-0000064,USR-00152,BAT-001911,STR-005,2024-12-01T19:04:00,WhatsApp,20.0,pickup,True,2024-12-01T20:40:00
CLM-0000065,USR-00367,BAT-001575,STR-004,2024-12-22T21:00:00,reply-YES,0.0,delivery,True,2024-12-22T22:34:00
CLM-0000066,USR-00081,BAT-001063,STR-003,2025-02-07T13:14:00,reply-YES,30.7,delivery,True,2025-02-07T13:30:00
CLM-0000067,USR-00046,BAT-000614,STR-002,2025-01-01T19:04:00,SMS,0.0,delivery,True,2025-01-01T19:50:00
CLM-0000068,USR-00149,BAT-001779,STR-004,2025-03-27T09:02:00,reply-YES,0.0,pickup,False,
CLM-0000069,USR-00360,BAT-002496,STR-006,2025-02-11T09:06:00,WhatsApp,0.0,pickup,True,2025-02-11T10:14:00
CLM-0000070,USR-00499,BAT-001157,STR-003,2024-11-21T20:41:00,SMS,0.0,delivery,False,
CLM-0000071,USR-00474,BAT-002439,STR-006,2024-11-01T10:09:00,SMS,0.0,delivery,False,
CLM-0000072,USR-00021,BAT-001803,STR-005,2024-12-15T10:02:00,reply-YES,10.0,pickup,True,2024-12-15T11:26:00
CLM-0000073,USR-00086,BAT-002446,STR-006,2025-01-15T19:03:00,WhatsApp,0.0,delivery,True,2025-01-15T19:44:00
CLM-0000074,USR-00312,BAT-002487,STR-006,2024-12-23T10:12:00,WhatsApp,0.0,delivery,True,2024-12-23T11:43:00
CLM-0000075,USR-00189,BAT-000300,STR-001,2024-11-13T18:35:00,WhatsApp,0.0,pickup,True,2024-11-13T19:09:00
CLM-0000076,USR-00329,BAT-001675,STR-004,2025-03-30T09:30:00,WhatsApp,0.0,pickup,True,2025-03-30T10:47:00
CLM-0000077,USR-00306,BAT-000214,STR-001,2024-10-25T15:17:00,WhatsApp,0.0,delivery,True,2024-10-25T16:30:00
CLM-0000078,USR-00188,BAT-001736,STR-004,2024-11-14T16:02:00,reply-YES,0.0,delivery,True,2024-11-14T17:22:00
CLM-0000079,USR-00224,BAT-002416,STR-006,2024-12-17T15:12:00,WhatsApp,24.9,delivery,True,2024-12-17T16:21:00
CLM-0000080,USR-00217,BAT-001297,STR-003,2024-12-11T12:05:00,SMS,0.0,pickup,True,2024-12-11T12:27:00
CLM-0000081,USR-00377,BAT-002561,STR-006,2025-03-21T19:00:00,reply-YES,0.0,pickup,True,2025-03-21T19:31:00
CLM-0000082,USR-00126,BAT-001604,STR-004,2025-01-29T12:07:00,reply-YES,0.0,delivery,True,2025-01-29T13:51:00
CLM-0000083,USR-00183,BAT-001207,STR-003,2025-01-21T21:06:00,reply-YES,29.9,delivery,False,
CLM-0000084,USR-00092,BAT-001677,STR-004,2025-03-16T13:02:00,reply-YES,0.0,pickup,True,2025-03-16T14:51:00
CLM-0000085,USR-00423,BAT-001751,STR-004,2025-01-31T14:12:00,WhatsApp,0.0,delivery,True,2025-01-31T15:53:00
CLM-0000086,USR-00148,BAT-001089,STR-003,2024-11-21T21:09:00,reply-YES,0.0,pickup,True,2024-11-21T22:55:00
CLM-0000087,USR-00317,BAT-001178,STR-003,2025-01-24T18:06:00,SMS,0.0,pickup,False,
CLM-0000088,USR-00186,BAT-002547,STR-006,2025-01-05T11:09:00,SMS,0.0,pickup,True,2025-01-05T12:00:00
CLM-0000089,USR-00320,BAT-002447,STR-006,2024-11-05T15:06:00,reply-YES,0.0,pickup,False,
CLM-0000090,USR-00478,BAT-000740,STR-002,2024-11-07T13:24:00,WhatsApp,0.0,pickup,True,2024-11-07T13:47:00
CLM-0000091,USR-00251,BAT-000398,STR-001,2025-03-28T16:12:00,WhatsApp,0.0,delivery,True,2025-03-28T17:03:00
CLM-0000092,USR-00485,BAT-001997,STR-005,2024-11-02T21:27:00,WhatsApp,0.0,pickup,True,2024-11-02T23:22:00
CLM-0000093,USR-00498,BAT-000603,STR-002,2024-12-31T13:05:00,WhatsApp,0.0,delivery,True,2024-12-31T13:33:00
CLM-0000094,USR-00400,BAT-002572,STR-006,2024-11-20T16:05:00,SMS,0.0,pickup,True,2024-11-20T16:33:00
CLM-0000095,USR-00341,BAT-001672,STR-004,2025-01-06T20:04:00,SMS,0.0,pickup,True,2025-01-06T20:46:00
CLM-0000096,USR-00092,BAT-000208,STR-001,2025-03-14T15:28:00,SMS,0.0,delivery,True,2025-03-14T16:00:00
CLM-0000097,USR-00493,BAT-001650,STR-004,2025-01-11T18:23:00,WhatsApp,0.0,pickup,True,2025-01-11T18:50:00
CLM-0000098,USR-00070,BAT-001164,STR-003,2024-12-12T21:12:00,WhatsApp,0.0,pickup,True,2024-12-12T22:12:00
CLM-0000099,USR-00135,BAT-000781,STR-002,2025-01-30T13:02:00,WhatsApp,0.0,pickup,False,
CLM-0000100,USR-00322,BAT-000663,STR-002,2025-03-30T14:04:00,SMS,0.0,pickup,True,2025-03-30T15:54:00
CLM-0000101,USR-00152,BAT-001794,STR-004,2024-10-29T21:08:00,SMS,0.0,delivery,True,2024-10-29T22:23:00
CLM-0000102,USR-00331,BAT-001187,STR-003,2024-12-22T16:00:00,reply-YES,0.0,delivery,True,2024-12-22T16:30:00
CLM-0000103,USR-00251,BAT-002040,STR-005,2025-02-16T14:34:00,WhatsApp,0.0,pickup,False,
CLM-0000104,USR-00393,BAT-002214,STR-005,2024-12-23T18:26:00,reply-YES,0.0,pickup,False,
CLM-0000105,USR-00328,BAT-001740,STR-004,2024-11-17T16:22:00,SMS,0.0,pickup,False,
CLM-0000106,USR-00092,BAT-000189,STR-001,2024-11-15T10:13:00,SMS,0.0,pickup,True,2024-11-15T10:51:00
CLM-0000107,USR-00362,BAT-002659,STR-006,2024-11-11T18:25:00,WhatsApp,0.0,delivery,True,2024-11-11T19:25:00
CLM-0000108,USR-00313,BAT-001133,STR-003,2025-01-21T12:21:00,reply-YES,0.0,delivery,True,2025-01-21T13:00:00
CLM-0000109,USR-00422,BAT-002554,STR-006,2025-03-26T15:36:00,SMS,0.0,delivery,True,2025-03-26T16:02:00
CLM-0000110,USR-00228,BAT-001610,STR-004,2024-12-30T15:05:00,SMS,0.0,pickup,True,2024-12-30T15:51:00
CLM-0000111,USR-00361,BAT-001558,STR-004,2025-02-16T21:35:00,WhatsApp,0.0,delivery,True,2025-02-16T22:27:00
CLM-0000112,USR-00071,BAT-000656,STR-002,2025-01-01T21:14:00,reply-YES,0.0,delivery,False,
CLM-0000113,USR-00224,BAT-000714,STR-002,2024-11-25T19:40:00,WhatsApp,23.1,pickup,True,2024-11-25T21:15:00
CLM-0000114,USR-00451,BAT-002066,STR-005,2025-01-09T20:05:00,WhatsApp,0.0,delivery,True,2025-01-09T21:02:00
CLM-0000115,USR-00012,BAT-000627,STR-002,2025-01-15T13:21:00,reply-YES,0.0,delivery,True,2025-01-15T13:37:00
CLM-0000116,USR-00261,BAT-001294,STR-003,2025-03-10T12:09:00,reply-YES,0.0,delivery,False,
CLM-0000117,USR-00007,BAT-000690,STR-002,2025-03-09T15:30:00,WhatsApp,0.0,delivery,False,
CLM-0000118,USR-00481,BAT-001073,STR-003,2024-10-05T12:18:00,reply-YES,0.0,pickup,False,
CLM-0000119,USR-00342,BAT-001301,STR-003,2024-12-21T15:33:00,reply-YES,0.0,pickup,True,2024-12-21T17:00:00
CLM-0000120,USR-00455,BAT-002656,STR-006,2024-12-30T21:40:00,reply-YES,0.0,delivery,True,2024-12-30T23:06:00
CLM-0000121,USR-00140,BAT-002500,STR-006,2024-12-31T21:24:00,reply-YES,0.0,pickup,True,2024-12-31T22:09:00
CLM-0000122,USR-00307,BAT-001667,STR-004,2024-12-31T09:00:00,SMS,0.0,delivery,True,2024-12-31T09:52:00
CLM-0000123,USR-00173,BAT-002049,STR-005,2024-10-23T13:03:00,reply-YES,0.0,delivery,True,2024-10-23T13:59:00
CLM-0000124,USR-00464,BAT-001201,STR-003,2024-12-29T21:03:00,WhatsApp,0.0,pickup,False,
CLM-0000125,USR-00171,BAT-001532,STR-004,2024-11-14T15:13:00,SMS,0.0,pickup,True,2024-11-14T16:28:00
CLM-0000126,USR-00259,BAT-001357,STR-004,2024-12-26T17:25:00,reply-YES,10.0,delivery,True,2024-12-26T18:35:00
CLM-0000127,USR-00415,BAT-000261,STR-001,2025-01-25T16:04:00,reply-YES,0.0,delivery,True,2025-01-25T17:28:00
CLM-0000128,USR-00109,BAT-001198,STR-003,2024-12-02T09:01:00,SMS,0.0,pickup,True,2024-12-02T09:36:00
CLM-0000129,USR-00365,BAT-001582,STR-004,2024-12-24T16:21:00,WhatsApp,34.4,pickup,False,
CLM-0000130,USR-00157,BAT-001172,STR-003,2024-12-04T11:39:00,SMS,0.0,delivery,True,2024-12-04T12:53:00
CLM-0000131,USR-00376,BAT-000770,STR-002,2025-03-29T19:11:00,reply-YES,0.0,pickup,True,2025-03-29T20:03:00
CLM-0000132,USR-00041,BAT-002501,STR-006,2024-11-19T11:00:00,WhatsApp,0.0,pickup,True,2024-11-19T12:11:00
CLM-0000133,USR-00340,BAT-000769,STR-002,2025-02-12T12:01:00,reply-YES,0.0,pickup,False,
CLM-0000134,USR-00339,BAT-000666,STR-002,2024-12-04T09:09:00,WhatsApp,0.0,pickup,True,2024-12-04T10:37:00
CLM-0000135,USR-00286,BAT-002516,STR-006,2025-01-23T20:10:00,WhatsApp,0.0,delivery,True,2025-01-23T21:39:00
CLM-0000136,USR-00313,BAT-001573,STR-004,2024-12-07T20:14:00,reply-YES,0.0,delivery,True,2024-12-07T21:11:00
CLM-0000137,USR-00105,BAT-001007,STR-003,2024-11-29T10:16:00,SMS,10.0,pickup,False,
CLM-0000138,USR-00135,BAT-001948,STR-005,2025-02-10T13:04:00,SMS,0.0,pickup,False,
CLM-0000139,USR-00087,BAT-000759,STR-002,2025-03-30T14:11:00,reply-YES,0.0,delivery,False,
CLM-0000140,USR-00024,BAT-000762,STR-002,2025-03-15T15:13:00,SMS,0.0,pickup,True,2025-03-15T17:05:00
CLM-0000141,USR-00283,BAT-000192,STR-001,2025-03-04T13:02:00,SMS,0.0,pickup,False,
CLM-0000142,USR-00163,BAT-000729,STR-002,2025-02-24T10:03:00,reply-YES,0.0,pickup,True,2025-02-24T10:56:00
CLM-0000143,USR-00150,BAT-000941,STR-003,2025-01-22T21:00:00,reply-YES,0.0,delivery,True,2025-01-22T21:22:00
CLM-0000144,USR-00008,BAT-001119,STR-003,2025-03-01T20:02:00,WhatsApp,0.0,delivery,True,2025-03-01T21:43:00
CLM-0000145,USR-00323,BAT-001619,STR-004,2025-02-17T13:04:00,reply-YES,0.0,delivery,True,2025-02-17T14:35:00
CLM-0000146,USR-00466,BAT-000190,STR-001,2025-01-23T20:14:00,WhatsApp,0.0,pickup,False,
CLM-0000147,USR-00456,BAT-001549,STR-004,2025-01-19T18:05:00,WhatsApp,0.0,delivery,True,2025-01-19T19:12:00
CLM-0000148,USR-00070,BAT-001613,STR-004,2025-01-21T10:20:00,SMS,0.0,pickup,True,2025-01-21T12:03:00
CLM-0000149,USR-00147,BAT-000762,STR-002,2025-03-09T10:21:00,WhatsApp,0.0,pickup,True,2025-03-09T12:08:00
CLM-0000150,USR-00434,BAT-002664,STR-006,2025-01-05T14:01:00,reply-YES,0.0,pickup,True,2025-01-05T14:19:00
CLM-0000151,USR-00233,BAT-000761,STR-002,2024-12-29T14:02:00,SMS,0.0,delivery,True,2024-12-29T14:52:00
CLM-0000152,USR-00345,BAT-001650,STR-004,2025-01-08T13:15:00,reply-YES,0.0,delivery,False,
CLM-0000153,USR-00271,BAT-000299,STR-001,2025-01-13T14:10:00,WhatsApp,26.9,delivery,True,2025-01-13T14:48:00
CLM-0000154,USR-00258,BAT-000221,STR-001,2025-03-06T15:05:00,reply-YES,0.0,pickup,True,2025-03-06T15:32:00
CLM-0000155,USR-00085,BAT-001133,STR-003,2025-01-15T19:09:00,WhatsApp,0.0,delivery,True,2025-01-15T21:02:00
CLM-0000156,USR-00063,BAT-001508,STR-004,2024-11-09T15:08:00,reply-YES,0.0,pickup,False,
CLM-0000157,USR-00310,BAT-001222,STR-003,2025-01-27T21:15:00,reply-YES,0.0,delivery,True,2025-01-27T21:31:00
CLM-0000158,USR-00301,BAT-002401,STR-006,2025-03-08T10:11:00,reply-YES,0.0,pickup,True,2025-03-08T11:21:00
CLM-0000159,USR-00184,BAT-001797,STR-004,2025-01-25T19:03:00,reply-YES,0.0,delivery,False,
CLM-0000160,USR-00319,BAT-000752,STR-002,2024-12-24T15:00:00,reply-YES,0.0,pickup,True,2024-12-24T15:58:00
CLM-0000161,USR-00121,BAT-002457,STR-006,2025-03-02T17:00:00,reply-YES,0.0,delivery,True,2025-03-02T17:32:00
CLM-0000162,USR-00459,BAT-002320,STR-006,2024-11-19T12:13:00,WhatsApp,10.0,pickup,True,2024-11-19T13:44:00
CLM-0000163,USR-00273,BAT-000621,STR-002,2025-03-03T19:24:00,SMS,26.9,delivery,True,2025-03-03T21:01:00
CLM-0000164,USR-00391,BAT-002547,STR-006,2025-01-12T19:30:00,reply-YES,0.0,delivery,False,
CLM-0000165,USR-00093,BAT-001319,STR-003,2025-02-12T17:11:00,WhatsApp,0.0,pickup,True,2025-02-12T17:37:00
CLM-0000166,USR-00019,BAT-001758,STR-004,2025-01-30T11:03:00,SMS,0.0,pickup,True,2025-01-30T11:48:00
CLM-0000167,USR-00004,BAT-002409,STR-006,2024-11-20T12:06:00,SMS,0.0,delivery,False,
CLM-0000168,USR-00487,BAT-001625,STR-004,2025-03-23T14:24:00,WhatsApp,0.0,delivery,True,2025-03-23T16:22:00
CLM-0000169,USR-00228,BAT-000714,STR-002,2024-11-14T12:16:00,SMS,23.1,pickup,False,
CLM-0000170,USR-00474,BAT-000417,STR-001,2024-10-31T11:07:00,WhatsApp,0.0,pickup,True,2024-10-31T11:34:00
CLM-0000171,USR-00305,BAT-000508,STR-002,2025-02-18T16:26:00,WhatsApp,24.1,delivery,True,2025-02-18T17:59:00
CLM-0000172,USR-00081,BAT-000411,STR-001,2024-12-10T13:04:00,SMS,0.0,pickup,True,2024-12-10T14:14:00
CLM-0000173,USR-00189,BAT-000196,STR-001,2024-12-07T17:19:00,SMS,0.0,pickup,False,
CLM-0000174,USR-00106,BAT-002409,STR-006,2025-02-15T11:19:00,SMS,0.0,pickup,True,2025-02-15T11:49:00
CLM-0000175,USR-00183,BAT-000757,STR-002,2025-01-06T10:12:00,SMS,0.0,delivery,False,
CLM-0000176,USR-00222,BAT-002247,STR-005,2024-12-25T12:07:00,WhatsApp,0.0,delivery,True,2024-12-25T13:13:00
CLM-0000177,USR-00452,BAT-002230,STR-005,2025-02-06T15:29:00,WhatsApp,0.0,pickup,False,
CLM-0000178,USR-00383,BAT-001631,STR-004,2025-03-23T19:02:00,reply-YES,24.5,pickup,True,2025-03-23T19:40:00
CLM-0000179,USR-00109,BAT-002309,STR-006,2025-02-02T10:02:00,reply-YES,10.0,pickup,False,
CLM-0000180,USR-00426,BAT-002409,STR-006,2025-02-23T11:09:00,reply-YES,0.0,pickup,True,2025-02-23T12:05:00
CLM-0000181,USR-00422,BAT-002105,STR-005,2025-03-24T16:28:00,SMS,0.0,delivery,True,2025-03-24T17:55:00
CLM-0000182,USR-00306,BAT-002422,STR-006,2025-01-26T11:26:00,WhatsApp,0.0,delivery,True,2025-01-26T12:37:00
CLM-0000183,USR-00282,BAT-002565,STR-006,2025-01-03T19:15:00,SMS,33.0,delivery,False,
CLM-0000184,USR-00091,BAT-001981,STR-005,2024-10-21T13:03:00,SMS,0.0,delivery,True,2024-10-21T14:21:00
CLM-0000185,USR-00151,BAT-002579,STR-006,2025-02-28T19:00:00,WhatsApp,0.0,pickup,False,
CLM-0000186,USR-00074,BAT-001439,STR-004,2025-02-16T16:01:00,reply-YES,10.0,pickup,False,
CLM-0000187,USR-00166,BAT-002543,STR-006,2025-01-26T21:04:00,WhatsApp,0.0,delivery,True,2025-01-26T21:58:00
CLM-0000188,USR-00258,BAT-001747,STR-004,2024-12-12T15:06:00,WhatsApp,0.0,pickup,True,2024-12-12T16:18:00
CLM-0000189,USR-00055,BAT-000853,STR-002,2024-11-04T12:25:00,reply-YES,0.0,pickup,True,2024-11-04T13:43:00
CLM-0000190,USR-00491,BAT-000738,STR-002,2025-03-31T12:01:00,SMS,0.0,delivery,True,2025-03-31T13:29:00
CLM-0000191,USR-00053,BAT-002425,STR-006,2025-02-10T21:00:00,SMS,0.0,delivery,False,
CLM-0000192,USR-00486,BAT-002670,STR-006,2025-02-18T17:09:00,WhatsApp,0.0,delivery,True,2025-02-18T17:49:00
CLM-0000193,USR-00086,BAT-002552,STR-006,2025-03-27T18:07:00,reply-YES,0.0,pickup,False,
CLM-0000194,USR-00096,BAT-000267,STR-001,2024-11-17T09:25:00,WhatsApp,0.0,delivery,False,
CLM-0000195,USR-00482,BAT-001069,STR-003,2025-03-15T21:04:00,WhatsApp,0.0,delivery,True,2025-03-15T22:21:00
CLM-0000196,USR-00313,BAT-000312,STR-001,2025-03-31T20:13:00,WhatsApp,0.0,delivery,True,2025-03-31T21:07:00
CLM-0000197,USR-00323,BAT-001669,STR-004,2024-11-28T11:13:00,WhatsApp,0.0,delivery,False,
CLM-0000198,USR-00364,BAT-002032,STR-005,2024-12-13T11:12:00,SMS,0.0,pickup,True,2024-12-13T13:07:00
CLM-0000199,USR-00106,BAT-001136,STR-003,2025-01-07T17:14:00,reply-YES,0.0,pickup,True,2025-01-07T18:47:00
CLM-0000200,USR-00416,BAT-000697,STR-002,2024-12-21T11:06:00,SMS,34.7,pickup,False,
CLM-0000201,USR-00329,BAT-000643,STR-002,2024-11-07T15:26:00,SMS,0.0,delivery,True,2024-11-07T16:42:00
CLM-0000202,USR-00037,BAT-000152,STR-001,2024-12-31T15:18:00,WhatsApp,22.0,pickup,False,
CLM-0000203,USR-00439,BAT-002434,STR-006,2025-03-21T09:34:00,reply-YES,0.0,delivery,True,2025-03-21T10:28:00
CLM-0000204,USR-00182,BAT-001056,STR-003,2024-10-30T14:13:00,WhatsApp,0.0,pickup,False,
CLM-0000205,USR-00408,BAT-002116,STR-005,2025-02-01T17:13:00,WhatsApp,0.0,pickup,True,2025-02-01T18:42:00
CLM-0000206,USR-00204,BAT-001307,STR-003,2025-02-11T11:01:00,SMS,0.0,pickup,True,2025-02-11T12:21:00
CLM-0000207,USR-00497,BAT-002191,STR-005,2024-12-09T12:08:00,reply-YES,0.0,delivery,True,2024-12-09T13:03:00
CLM-0000208,USR-00037,BAT-002540,STR-006,2025-01-20T19:19:00,SMS,0.0,delivery,False,
CLM-0000209,USR-00196,BAT-002472,STR-006,2025-01-17T14:02:00,reply-YES,0.0,pickup,True,2025-01-17T15:04:00
CLM-0000210,USR-00318,BAT-001162,STR-003,2025-02-07T12:06:00,WhatsApp,0.0,pickup,True,2025-02-07T13:04:00
CLM-0000211,USR-00467,BAT-001310,STR-003,2024-11-20T11:35:00,SMS,0.0,delivery,True,2024-11-20T13:31:00
CLM-0000212,USR-00292,BAT-001779,STR-004,2025-03-29T13:00:00,reply-YES,0.0,pickup,True,2025-03-29T14:59:00
CLM-0000213,USR-00147,BAT-000785,STR-002,2025-01-31T11:30:00,reply-YES,0.0,pickup,False,
CLM-0000214,USR-00041,BAT-001138,STR-003,2025-01-04T16:05:00,SMS,0.0,pickup,True,2025-01-04T17:20:00
CLM-0000215,USR-00426,BAT-001990,STR-005,2025-03-19T14:04:00,reply-YES,0.0,delivery,False,
CLM-0000216,USR-00327,BAT-002668,STR-006,2025-03-10T13:04:00,reply-YES,0.0,pickup,False,
