record_id,batch_id,store_id,sku_id,date,hour_of_day,units_sold,price_at_sale_inr,discount_depth_pct,time_to_expiry_hours_at_sale,day_of_week,is_weekend,is_holiday,outcome
SL-00000019,BAT-000679,STR-002,SKU-0077,2024-10-17,11,1,128.0,0.0,624,3,False,False,partially_sold
SL-00000020,BAT-000679,STR-002,SKU-0077,2024-10-18,9,1,128.0,0.0,600,4,False,False,partially_sold
SL-00000021,BAT-000679,STR-002,SKU-0077,2024-10-19,12,1,128.0,0.0,576,5,True,False,partially_sold
SL-00000022,BAT-000679,STR-002,SKU-0077,2024-10-20,20,1,128.0,0.0,552,6,True,False,partially_sold
SL-00000023,BAT-000679,STR-002,SKU-0077,2024-10-21,16,1,128.0,0.0,528,0,False,False,sold_out
SL-00000024,BAT-001347,STR-003,SKU-0149,2024-10-02,19,1,85.0,27.0,8520,2,False,True,partially_sold
SL-00000025,BAT-001347,STR-003,SKU-0149,2024-10-03,21,2,85.0,27.0,8496,3,False,False,partially_sold
SL-00000026,BAT-001347,STR-003,SKU-0149,2024-10-04,16,2,85.0,27.0,8472,4,False,False,partially_sold
SL-00000027,BAT-001347,STR-003,SKU-0149,2024-10-05,10,1,85.0,27.0,8448,5,True,False,partially_sold
SL-00000028,BAT-001347,STR-003,SKU-0149,2024-10-06,9,2,85.0,27.0,8424,6,True,False,partially_sold
SL-00000029,BAT-001347,STR-003,SKU-0149,2024-10-07,16,1,85.0,27.0,8400,0,False,False,partially_sold
SL-00000030,BAT-001347,STR-003,SKU-0149,2024-10-08,9,1,85.0,27.0,8376,1,False,False,partially_sold
SL-00000031,BAT-001347,STR-003,SKU-0149,2024-10-09,13,1,85.0,27.0,8352,2,False,False,partially_sold
SL-00000032,BAT-001347,STR-003,SKU-0149,2024-10-10,13,1,85.0,27.0,8328,3,False,False,partially_sold
SL-00000033,BAT-001347,STR-003,SKU-0149,2024-10-11,18,1,85.0,27.0,8304,4,False,False,partially_sold
SL-00000034,BAT-001347,STR-003,SKU-0149,2024-10-12,15,2,85.0,27.0,8280,5,True,False,partially_sold
SL-00000035,BAT-001347,STR-003,SKU-0149,2024-10-13,13,2,85.0,27.0,8256,6,True,False,partially_sold
SL-00000036,BAT-001347,STR-003,SKU-0149,2024-10-14,10,1,85.0,27.0,8232,0,False,False,partially_sold
SL-00000037,BAT-001347,STR-003,SKU-0149,2024-10-15,9,1,85.0,27.0,8208,1,False,False,partially_sold
SL-00000038,BAT-001347,STR-003,SKU-0149,2024-10-16,13,1,85.0,27.0,8184,2,False,False,partially_sold
SL-00000039,BAT-001347,STR-003,SKU-0149,2024-10-17,18,2,85.0,27.0,8160,3,False,False,partially_sold
SL-00000040,BAT-001347,STR-003,SKU-0149,2024-10-18,15,1,85.0,27.0,8136,4,False,False,partially_sold
SL-00000041,BAT-001347,STR-003,SKU-0149,2024-10-19,16,1,85.0,27.0,8112,5,True,False,partially_sold
SL-00000042,BAT-001347,STR-003,SKU-0149,2024-10-20,9,1,85.0,27.0,8088,6,True,False,partially_sold
SL-00000043,BAT-001347,STR-003,SKU-0149,2024-10-21,15,1,85.0,27.0,8064,0,False,False,partially_sold
SL-00000044,BAT-001347,STR-003,SKU-0149,2024-10-22,15,2,85.0,27.0,8040,1,False,True,partially_sold
SL-00000045,BAT-001347,STR-003,SKU-0149,2024-10-23,16,1,85.0,27.0,8016,2,False,False,partially_sold
SL-00000046,BAT-001347,STR-003,SKU-0149,2024-10-24,9,1,85.0,27.0,7992,3,False,False,sold_out
SL-00000047,BAT-002002,STR-005,SKU-0068,2024-10-02,12,1,150.0,0.0,1320,2,False,True,partially_sold
SL-00000048,BAT-002002,STR-005,SKU-0068,2024-10-03,12,1,150.0,0.0,1296,3,False,False,partially_sold
SL-00000049,BAT-002002,STR-005,SKU-0068,2024-10-04,15,1,150.0,0.0,1272,4,False,False,partially_sold
SL-00000050,BAT-002002,STR-005,SKU-0068,2024-10-05,11,1,150.0,0.0,1248,5,True,False,partially_sold
SL-00000051,BAT-002002,STR-005,SKU-0068,2024-10-06,19,1,150.0,0.0,1224,6,True,False,partially_sold
SL-00000052,BAT-002002,STR-005,SKU-0068,2024-10-07,15,1,150.0,0.0,1200,0,False,False,sold_out
SL-00000053,BAT-002658,STR-006,SKU-0136,2024-10-02,17,1,167.5,0.0,2040,2,False,True,partially_sold
SL-00000054,BAT-002658,STR-006,SKU-0136,2024-10-03,9,1,167.5,0.0,2016,3,False,False,partially_sold
SL-00000055,BAT-002658,STR-006,SKU-0136,2024-10-04,19,2,167.5,0.0,1992,4,False,False,partially_sold
SL-00000056,BAT-002658,STR-006,SKU-0136,2024-10-05,13,2,167.5,0.0,1968,5,True,False,partially_sold
SL-00000057,BAT-002658,STR-006,SKU-0136,2024-10-06,9,2,167.5,0.0,1944,6,True,False,partially_sold
SL-00000058,BAT-002658,STR-006,SKU-0136,2024-10-07,17,1,167.5,0.0,1920,0,False,False,partially_sold
SL-00000059,BAT-002658,STR-006,SKU-0136,2024-10-08,21,1,167.5,0.0,1896,1,False,False,partially_sold
SL-00000060,BAT-002658,STR-006,SKU-0136,2024-10-09,14,2,167.5,0.0,1872,2,False,False,partially_sold
SL-00000061,BAT-002658,STR-006,SKU-0136,2024-10-10,9,2,167.5,0.0,1848,3,False,False,partially_sold
SL-00000062,BAT-002658,STR-006,SKU-0136,2024-10-11,18,2,167.5,0.0,1824,4,False,False,partially_sold
SL-00000063,BAT-002658,STR-006,SKU-0136,2024-10-12,21,2,167.5,0.0,1800,5,True,False,partially_sold
SL-00000064,BAT-002658,STR-006,SKU-0136,2024-10-13,14,2,167.5,0.0,1776,6,True,False,partially_sold
SL-00000065,BAT-002658,STR-006,SKU-0136,2024-10-14,13,1,167.5,0.0,1752,0,False,False,partially_sold
SL-00000066,BAT-002658,STR-006,SKU-0136,2024-10-15,21,1,167.5,0.0,1728,1,False,False,partially_sold
SL-00000067,BAT-002658,STR-006,SKU-0136,2024-10-16,21,1,167.5,0.0,1704,2,False,False,partially_sold
SL-00000068,BAT-002658,STR-006,SKU-0136,2024-10-17,18,1,167.5,0.0,1680,3,False,False,partially_sold
SL-00000069,BAT-002658,STR-006,SKU-0136,2024-10-18,12,2,167.5,0.0,1656,4,False,False,partially_sold
SL-00000070,BAT-002658,STR-006,SKU-0136,2024-10-19,21,2,167.5,0.0,1632,5,True,False,partially_sold
SL-00000071,BAT-002658,STR-006,SKU-0136,2024-10-20,9,2,167.5,0.0,1608,6,True,False,partially_sold
SL-00000072,BAT-002658,STR-006,SKU-0136,2024-10-21,14,1,167.5,0.0,1584,0,False,False,partially_sold
SL-00000073,BAT-002658,STR-006,SKU-0136,2024-10-22,20,1,167.5,0.0,1560,1,False,True,partially_sold
SL-00000074,BAT-002658,STR-006,SKU-0136,2024-10-23,18,1,167.5,0.0,1536,2,False,False,partially_sold
SL-00000075,BAT-002658,STR-006,SKU-0136,2024-10-24,15,2,167.5,0.0,1512,3,False,False,partially_sold
SL-00000076,BAT-002658,STR-006,SKU-0136,2024-10-25,15,2,167.5,0.0,1488,4,False,False,partially_sold
SL-00000077,BAT-002658,STR-006,SKU-0136,2024-10-26,21,2,167.5,0.0,1464,5,True,False,partially_sold
SL-00000078,BAT-002658,STR-006,SKU-0136,2024-10-27,20,1,167.5,0.0,1440,6,True,False,partially_sold
SL-00000079,BAT-002658,STR-006,SKU-0136,2024-10-28,20,2,167.5,0.0,1416,0,False,False,partially_sold
SL-00000080,BAT-002658,STR-006,SKU-0136,2024-10-29,21,1,167.5,0.0,1392,1,False,False,partially_sold
SL-00000081,BAT-002658,STR-006,SKU-0136,2024-10-30,9,2,167.5,0.0,1368,2,False,False,partially_sold
SL-00000082,BAT-002658,STR-006,SKU-0136,2024-10-31,21,1,167.5,0.0,1344,3,False,False,partially_sold
SL-00000083,BAT-002658,STR-006,SKU-0136,2024-11-01,10,2,167.5,0.0,1320,4,False,True,partially_sold
SL-00000084,BAT-002658,STR-006,SKU-0136,2024-11-02,17,1,167.5,0.0,1296,5,True,False,partially_sold
SL-00000085,BAT-002658,STR-006,SKU-0136,2024-11-03,15,2,167.5,0.0,1272,6,True,False,partially_sold
SL-00000086,BAT-002658,STR-006,SKU-0136,2024-11-04,20,2,167.5,0.0,1248,0,False,False,partially_sold
SL-00000087,BAT-002658,STR-006,SKU-0136,2024-11-05,19,1,167.5,0.0,1224,1,False,False,partially_sold
SL-00000088,BAT-002658,STR-006,SKU-0136,2024-11-06,13,2,167.5,0.0,1200,2,False,False,partially_sold
SL-00000089,BAT-002658,STR-006,SKU-0136,2024-11-07,17,2,167.5,0.0,1176,3,False,False,partially_sold
SL-00000090,BAT-002658,STR-006,SKU-0136,2024-11-08,16,2,167.5,0.0,1152,4,False,False,partially_sold
SL-00000091,BAT-002658,STR-006,SKU-0136,2024-11-09,15,2,167.5,0.0,1128,5,True,False,partially_sold
SL-00000092,BAT-002658,STR-006,SKU-0136,2024-11-10,18,2,167.5,0.0,1104,6,True,False,partially_sold
SL-00000093,BAT-002658,STR-006,SKU-0136,2024-11-11,20,2,167.5,0.0,1080,0,False,False,partially_sold
SL-00000094,BAT-002658,STR-006,SKU-0136,2024-11-12,18,1,167.5,0.0,1056,1,False,False,partially_sold
SL-00000095,BAT-002658,STR-006,SKU-0136,2024-11-13,21,2,167.5,0.0,1032,2,False,False,partially_sold
SL-00000096,BAT-002658,STR-006,SKU-0136,2024-11-14,17,2,167.5,0.0,1008,3,False,False,partially_sold
SL-00000097,BAT-002658,STR-006,SKU-0136,2024-11-15,13,2,167.5,0.0,984,4,False,True,partially_sold
SL-00000098,BAT-002658,STR-006,SKU-0136,2024-11-16,11,2,167.5,0.0,960,5,True,False,partially_sold
SL-00000099,BAT-002658,STR-006,SKU-0136,2024-11-17,15,2,167.5,0.0,936,6,True,False,partially_sold
SL-00000100,BAT-002658,STR-006,SKU-0136,2024-11-18,16,1,167.5,0.0,912,0,False,False,partially_sold
SL-00000101,BAT-002658,STR-006,SKU-0136,2024-11-19,20,2,167.5,0.0,888,1,False,False,partially_sold
SL-00000102,BAT-002658,STR-006,SKU-0136,2024-11-20,12,1,167.5,0.0,864,2,False,False,partially_sold
SL-00000103,BAT-002658,STR-006,SKU-0136,2024-11-21,11,2,167.5,0.0,840,3,False,False,partially_sold
SL-00000104,BAT-002658,STR-006,SKU-0136,2024-11-22,9,1,167.5,0.0,816,4,False,False,partially_sold
SL-00000105,BAT-002658,STR-006,SKU-0136,2024-11-23,13,2,167.5,0.0,792,5,True,False,partially_sold
SL-00000106,BAT-002658,STR-006,SKU-0136,2024-11-24,21,1,167.5,0.0,768,6,True,False,sold_out
SL-00000107,BAT-000507,STR-002,SKU-0019,2024-10-03,19,42,42.0,29.4,96,3,False,False,partially_sold
SL-00000108,BAT-000507,STR-002,SKU-0019,2024-10-04,13,25,42.0,29.4,72,4,False,False,sold_out
SL-00000109,BAT-000960,STR-003,SKU-0020,2024-10-03,10,24,101.0,10.0,120,3,False,False,partially_sold
SL-00000110,BAT-000960,STR-003,SKU-0020,2024-10-04,12,22,101.0,10.0,96,4,False,False,partially_sold
SL-00000111,BAT-000960,STR-003,SKU-0020,2024-10-05,21,11,101.0,10.0,72,5,True,False,sold_out
SL-00000112,BAT-001033,STR-003,SKU-0045,2024-10-03,17,22,108.0,0.0,144,3,False,False,partially_sold
SL-00000113,BAT-001033,STR-003,SKU-0045,2024-10-04,13,28,97.0,10.0,120,4,False,False,partially_sold
SL-00000114,BAT-001033,STR-003,SKU-0045,2024-10-05,14,22,97.0,10.0,96,5,True,False,partially_sold
SL-00000115,BAT-001033,STR-003,SKU-0045,2024-10-06,18,7,97.0,10.0,72,6,True,False,sold_out
SL-00000116,BAT-001061,STR-003,SKU-0054,2024-10-03,15,1,98.0,0.0,6768,3,False,False,partially_sold
SL-00000117,BAT-001061,STR-003,SKU-0054,2024-10-04,9,1,98.0,0.0,6744,4,False,False,partially_sold
SL-00000118,BAT-001061,STR-003,SKU-0054,2024-10-05,18,1,98.0,0.0,6720,5,True,False,partially_sold
SL-00000119,BAT-001061,STR-003,SKU-0054,2024-10-06,13,1,98.0,0.0,6696,6,True,False,partially_sold
SL-00000120,BAT-001061,STR-003,SKU-0054,2024-10-07,14,1,98.0,0.0,6672,0,False,False,partially_sold
SL-00000121,BAT-001061,STR-003,SKU-0054,2024-10-08,13,1,98.0,0.0,6648,1,False,False,partially_sold
SL-00000122,BAT-001061,STR-003,SKU-0054,2024-10-09,19,1,98.0,0.0,6624,2,False,False,partially_sold
SL-00000123,BAT-001061,STR-003,SKU-0054,2024-10-10,13,1,98.0,0.0,6600,3,False,False,partially_sold
SL-00000124,BAT-001061,STR-003,SKU-0054,2024-10-11,21,1,98.0,0.0,6576,4,False,False,partially_sold
SL-00000125,BAT-001061,STR-003,SKU-0054,2024-10-12,19,1,98.0,0.0,6552,5,True,False,partially_sold
SL-00000126,BAT-001061,STR-003,SKU-0054,2024-10-13,21,1,98.0,0.0,6528,6,True,False,partially_sold
SL-00000127,BAT-001061,STR-003,SKU-0054,2024-10-14,21,1,98.0,0.0,6504,0,False,False,partially_sold
SL-00000128,BAT-001061,STR-003,SKU-0054,2024-10-15,18,1,98.0,0.0,6480,1,False,False,partially_sold
SL-00000129,BAT-001061,STR-003,SKU-0054,2024-10-16,9,1,98.0,0.0,6456,2,False,False,partially_sold
SL-00000130,BAT-001061,STR-003,SKU-0054,2024-10-17,10,1,98.0,0.0,6432,3,False,False,partially_sold
SL-00000131,BAT-001061,STR-003,SKU-0054,2024-10-18,13,1,98.0,0.0,6408,4,False,False,partially_sold
SL-00000132,BAT-001061,STR-003,SKU-0054,2024-10-19,18,1,98.0,0.0,6384,5,True,False,partially_sold
SL-00000133,BAT-001061,STR-003,SKU-0054,2024-10-20,19,1,98.0,0.0,6360,6,True,False,partially_sold
SL-00000134,BAT-001061,STR-003,SKU-0054,2024-10-21,14,1,98.0,0.0,6336,0,False,False,partially_sold
SL-00000135,BAT-001061,STR-003,SKU-0054,2024-10-22,13,1,98.0,0.0,6312,1,False,True,partially_sold
SL-00000136,BAT-001061,STR-003,SKU-0054,2024-10-23,11,1,98.0,0.0,6288,2,False,False,partially_sold
SL-00000137,BAT-001061,STR-003,SKU-0054,2024-10-24,16,1,98.0,0.0,6264,3,False,False,partially_sold
SL-00000138,BAT-001061,STR-003,SKU-0054,2024-10-25,16,1,98.0,0.0,6240,4,False,False,partially_sold
SL-00000139,BAT-001061,STR-003,SKU-0054,2024-10-26,9,1,98.0,0.0,6216,5,True,False,partially_sold
SL-00000140,BAT-001061,STR-003,SKU-0054,2024-10-27,16,1,98.0,0.0,6192,6,True,False,partially_sold
SL-00000141,BAT-001061,STR-003,SKU-0054,2024-10-28,9,1,98.0,0.0,6168,0,False,False,partially_sold
SL-00000142,BAT-001061,STR-003,SKU-0054,2024-10-29,16,1,98.0,0.0,6144,1,False,False,partially_sold
SL-00000143,BAT-001061,STR-003,SKU-0054,2024-10-30,9,1,98.0,0.0,6120,2,False,False,partially_sold
SL-00000144,BAT-001061,STR-003,SKU-0054,2024-10-31,14,1,98.0,0.0,6096,3,False,False,partially_sold
SL-00000145,BAT-001061,STR-003,SKU-0054,2024-11-01,16,1,98.0,0.0,6072,4,False,True,sold_out
SL-00000146,BAT-001073,STR-003,SKU-0058,2024-10-03,19,1,102.5,0.0,4656,3,False,False,partially_sold
SL-00000147,BAT-001073,STR-003,SKU-0058,2024-10-04,17,1,102.5,0.0,4632,4,False,False,partially_sold
SL-00000148,BAT-001073,STR-003,SKU-0058,2024-10-05,12,1,102.5,0.0,4608,5,True,False,partially_sold
SL-00000149,BAT-001073,STR-003,SKU-0058,2024-10-06,15,1,102.5,0.0,4584,6,True,False,partially_sold
SL-00000150,BAT-001073,STR-003,SKU-0058,2024-10-07,9,1,102.5,0.0,4560,0,False,False,partially_sold
SL-00000151,BAT-001073,STR-003,SKU-0058,2024-10-08,18,1,102.5,0.0,4536,1,False,False,partially_sold
SL-00000152,BAT-001073,STR-003,SKU-0058,2024-10-09,10,1,102.5,0.0,4512,2,False,False,partially_sold
SL-00000153,BAT-001073,STR-003,SKU-0058,2024-10-10,13,1,102.5,0.0,4488,3,False,False,partially_sold
SL-00000154,BAT-001073,STR-003,SKU-0058,2024-10-11,18,1,102.5,0.0,4464,4,False,False,partially_sold
SL-00000155,BAT-001073,STR-003,SKU-0058,2024-10-12,17,1,102.5,0.0,4440,5,True,False,partially_sold
SL-00000156,BAT-001073,STR-003,SKU-0058,2024-10-13,14,1,102.5,0.0,4416,6,True,False,partially_sold
SL-00000157,BAT-001073,STR-003,SKU-0058,2024-10-14,10,1,102.5,0.0,4392,0,False,False,partially_sold
SL-00000158,BAT-001073,STR-003,SKU-0058,2024-10-15,16,1,102.5,0.0,4368,1,False,False,partially_sold
SL-00000159,BAT-001073,STR-003,SKU-0058,2024-10-16,11,1,102.5,0.0,4344,2,False,False,partially_sold
SL-00000160,BAT-001073,STR-003,SKU-0058,2024-10-17,13,1,102.5,0.0,4320,3,False,False,partially_sold
SL-00000161,BAT-001073,STR-003,SKU-0058,2024-10-18,21,1,102.5,0.0,4296,4,False,False,partially_sold
SL-00000162,BAT-001073,STR-003,SKU-0058,2024-10-19,21,1,102.5,0.0,4272,5,True,False,partially_sold
SL-00000163,BAT-001073,STR-003,SKU-0058,2024-10-20,13,1,102.5,0.0,4248,6,True,False,partially_sold
SL-00000164,BAT-001073,STR-003,SKU-0058,2024-10-21,13,1,102.5,0.0,4224,0,False,False,partially_sold
SL-00000165,BAT-001073,STR-003,SKU-0058,2024-10-22,16,1,102.5,0.0,4200,1,False,True,partially_sold
SL-00000166,BAT-001073,STR-003,SKU-0058,2024-10-23,11,1,102.5,0.0,4176,2,False,False,partially_sold
SL-00000167,BAT-001073,STR-003,SKU-0058,2024-10-24,12,1,102.5,0.0,4152,3,False,False,partially_sold
SL-00000168,BAT-001073,STR-003,SKU-0058,2024-10-25,19,1,102.5,0.0,4128,4,False,False,partially_sold
SL-00000169,BAT-001073,STR-003,SKU-0058,2024-10-26,11,1,102.5,0.0,4104,5,True,False,partially_sold
SL-00000170,BAT-001073,STR-003,SKU-0058,2024-10-27,11,1,102.5,0.0,4080,6,True,False,partially_sold
SL-00000171,BAT-001073,STR-003,SKU-0058,2024-10-28,18,1,102.5,0.0,4056,0,False,False,sold_out
SL-00000172,BAT-001232,STR-003,SKU-0111,2024-10-03,19,1,116.0,0.0,4608,3,False,False,partially_sold
SL-00000173,BAT-001232,STR-003,SKU-0111,2024-10-04,9,1,116.0,0.0,4584,4,False,False,partially_sold
SL-00000174,BAT-001232,STR-003,SKU-0111,2024-10-05,12,1,116.0,0.0,4560,5,True,False,partially_sold
SL-00000175,BAT-001232,STR-003,SKU-0111,2024-10-06,10,1,116.0,0.0,4536,6,True,False,partially_sold
SL-00000176,BAT-001232,STR-003,SKU-0111,2024-10-07,19,1,116.0,0.0,4512,0,False,False,partially_sold
SL-00000177,BAT-001232,STR-003,SKU-0111,2024-10-08,9,1,116.0,0.0,4488,1,False,False,partially_sold
SL-00000178,BAT-001232,STR-003,SKU-0111,2024-10-09,11,1,116.0,0.0,4464,2,False,False,partially_sold
SL-00000179,BAT-001232,STR-003,SKU-0111,2024-10-10,19,1,116.0,0.0,4440,3,False,False,partially_sold
SL-00000180,BAT-001232,STR-003,SKU-0111,2024-10-11,17,1,116.0,0.0,4416,4,False,False,partially_sold
SL-00000181,BAT-001232,STR-003,SKU-0111,2024-10-12,16,1,116.0,0.0,4392,5,True,False,partially_sold
SL-00000182,BAT-001232,STR-003,SKU-0111,2024-10-13,18,1,116.0,0.0,4368,6,True,False,partially_sold
SL-00000183,BAT-001232,STR-003,SKU-0111,2024-10-14,14,1,116.0,0.0,4344,0,False,False,partially_sold
SL-00000184,BAT-001232,STR-003,SKU-0111,2024-10-15,9,1,116.0,0.0,4320,1,False,False,partially_sold
SL-00000185,BAT-001232,STR-003,SKU-0111,2024-10-16,17,1,116.0,0.0,4296,2,False,False,partially_sold
SL-00000186,BAT-001232,STR-003,SKU-0111,2024-10-17,20,1,116.0,0.0,4272,3,False,False,partially_sold
SL-00000187,BAT-001232,STR-003,SKU-0111,2024-10-18,12,1,116.0,0.0,4248,4,False,False,partially_sold
SL-00000188,BAT-001232,STR-003,SKU-0111,2024-10-19,9,1,116.0,0.0,4224,5,True,False,partially_sold
SL-00000189,BAT-001232,STR-003,SKU-0111,2024-10-20,20,1,116.0,0.0,4200,6,True,False,partially_sold
SL-00000190,BAT-001232,STR-003,SKU-0111,2024-10-21,13,1,116.0,0.0,4176,0,False,False,partially_sold
SL-00000191,BAT-001232,STR-003,SKU-0111,2024-10-22,13,1,116.0,0.0,4152,1,False,True,partially_sold
SL-00000192,BAT-001232,STR-003,SKU-0111,2024-10-23,9,1,116.0,0.0,4128,2,False,False,partially_sold
SL-00000193,BAT-001232,STR-003,SKU-0111,2024-10-24,19,1,116.0,0.0,4104,3,False,False,partially_sold
SL-00000194,BAT-001232,STR-003,SKU-0111,2024-10-25,14,1,116.0,0.0,4080,4,False,False,partially_sold
SL-00000195,BAT-001232,STR-003,SKU-0111,2024-10-26,17,1,116.0,0.0,4056,5,True,False,partially_sold
SL-00000196,BAT-001232,STR-003,SKU-0111,2024-10-27,20,2,116.0,0.0,4032,6,True,False,partially_sold
SL-00000197,BAT-001232,STR-003,SKU-0111,2024-10-28,9,1,116.0,0.0,4008,0,False,False,partially_sold
SL-00000198,BAT-001232,STR-003,SKU-0111,2024-10-29,18,1,116.0,0.0,3984,1,False,False,partially_sold
SL-00000199,BAT-001232,STR-003,SKU-0111,2024-10-30,12,1,116.0,0.0,3960,2,False,False,partially_sold
SL-00000200,BAT-001232,STR-003,SKU-0111,2024-10-31,14,1,116.0,0.0,3936,3,False,False,partially_sold
SL-00000201,BAT-001232,STR-003,SKU-0111,2024-11-01,10,1,116.0,0.0,3912,4,False,True,partially_sold
SL-00000202,BAT-001232,STR-003,SKU-0111,2024-11-02,10,1,116.0,0.0,3888,5,True,False,partially_sold
SL-00000203,BAT-001232,STR-003,SKU-0111,2024-11-03,17,1,116.0,0.0,3864,6,True,False,partially_sold
SL-00000204,BAT-001232,STR-003,SKU-0111,2024-11-04,16,1,116.0,0.0,3840,0,False,False,partially_sold
SL-00000205,BAT-001232,STR-003,SKU-0111,2024-11-05,10,1,116.0,0.0,3816,1,False,False,partially_sold
SL-00000206,BAT-001232,STR-003,SKU-0111,2024-11-06,17,1,116.0,0.0,3792,2,False,False,partially_sold
SL-00000207,BAT-001232,STR-003,SKU-0111,2024-11-07,10,1,116.0,0.0,3768,3,False,False,partially_sold
SL-00000208,BAT-001232,STR-003,SKU-0111,2024-11-08,12,1,116.0,0.0,3744,4,False,False,partially_sold
SL-00000209,BAT-001232,STR-003,SKU-0111,2024-11-09,12,1,116.0,0.0,3720,5,True,False,partially_sold
SL-00000210,BAT-001232,STR-003,SKU-0111,2024-11-10,14,2,116.0,0.0,3696,6,True,False,partially_sold
SL-00000211,BAT-001232,STR-003,SKU-0111,2024-11-11,18,1,116.0,0.0,3672,0,False,False,partially_sold
SL-00000212,BAT-001232,STR-003,SKU-0111,2024-11-12,14,1,116.0,0.0,3648,1,False,False,partially_sold
SL-00000213,BAT-001232,STR-003,SKU-0111,2024-11-13,19,1,116.0,0.0,3624,2,False,False,partially_sold
SL-00000214,BAT-001232,STR-003,SKU-0111,2024-11-14,15,1,116.0,0.0,3600,3,False,False,partially_sold
SL-00000215,BAT-001232,STR-003,SKU-0111,2024-11-15,10,1,116.0,0.0,3576,4,False,True,partially_sold
SL-00000216,BAT-001232,STR-003,SKU-0111,2024-11-16,19,1,116.0,0.0,3552,5,True,False,partially_sold
SL-00000217,BAT-001232,STR-003,SKU-0111,2024-11-17,15,1,116.0,0.0,3528,6,True,False,partially_sold
SL-00000218,BAT-001232,STR-003,SKU-0111,2024-11-18,13,1,116.0,0.0,3504,0,False,False,partially_sold
SL-00000219,BAT-001232,STR-003,SKU-0111,2024-11-19,11,1,116.0,0.0,3480,1,False,False,partially_sold
SL-00000220,BAT-001232,STR-003,SKU-0111,2024-11-20,9,1,116.0,0.0,3456,2,False,False,partially_sold
SL-00000221,BAT-001232,STR-003,SKU-0111,2024-11-21,14,1,116.0,0.0,3432,3,False,False,partially_sold
SL-00000222,BAT-001232,STR-003,SKU-0111,2024-11-22,18,1,116.0,0.0,3408,4,False,False,sold_out
SL-00000223,BAT-001326,STR-003,SKU-0142,2024-10-03,21,6,132.0,0.0,432,3,False,False,partially_sold
SL-00000224,BAT-001326,STR-003,SKU-0142,2024-10-04,14,6,132.0,0.0,408,4,False,False,partially_sold
SL-00000225,BAT-001326,STR-003,SKU-0142,2024-10-05,14,8,132.0,0.0,384,5,True,False,partially_sold
SL-00000226,BAT-001326,STR-003,SKU-0142,2024-10-06,15,5,132.0,0.0,360,6,True,False,partially_sold
SL-00000227,BAT-001326,STR-003,SKU-0142,2024-10-07,19,6,132.0,0.0,336,0,False,False,partially_sold
SL-00000228,BAT-001326,STR-003,SKU-0142,2024-10-08,14,7,132.0,0.0,312,1,False,False,partially_sold
SL-00000229,BAT-001326,STR-003,SKU-0142,2024-10-09,16,4,132.0,0.0,288,2,False,False,partially_sold
SL-00000230,BAT-001326,STR-003,SKU-0142,2024-10-10,13,7,132.0,0.0,264,3,False,False,partially_sold
SL-00000231,BAT-001326,STR-003,SKU-0142,2024-10-11,18,8,132.0,0.0,240,4,False,False,partially_sold
